2351353,0.69,-11,-20,28,1.94,-1.47
2351363,0.69,-45,38,50,1.89,-1.43
2351373,0.69,-43,39,51,1.89,-1.43
2351382,0.69,-38,41,55,1.88,-1.42
2351392,0.69,-32,39,59,1.88,-1.42
2351403,0.69,-22,38,60,1.88,-1.42
2351413,0.69,-12,38,59,1.88,-1.42
2351423,0.69,-7,33,55,1.89,-1.42
2351432,0.69,-1,26,49,1.89,-1.42
2351442,0.69,8,18,49,1.89,-1.42
2351453,0.69,17,6,48,1.9,-1.42
2351463,0.69,22,1,45,1.9,-1.42
2351473,0.69,26,0,45,1.9,-1.42
2351482,0.69,31,-8,53,1.9,-1.42
2351493,0.69,35,-11,55,1.9,-1.42
2351503,0.69,37,-22,53,1.91,-1.43
2351513,0.69,43,-30,53,1.91,-1.43
2351523,0.69,47,-32,57,1.91,-1.43
2351533,0.69,49,-39,57,1.92,-1.43
2351543,0.69,48,-43,55,1.92,-1.44
2351553,0.69,48,-47,61,1.92,-1.44
2351563,0.69,51,-47,60,1.92,-1.44
2351572,0.69,47,-48,58,1.92,-1.44
2351583,0.69,44,-47,56,1.92,-1.45
2351593,0.69,35,-39,52,1.92,-1.45
2351603,0.69,26,-37,49,1.92,-1.45
2351613,0.69,20,-34,54,1.92,-1.45
2351623,0.69,13,-29,49,1.92,-1.45
2351633,0.69,0,-22,51,1.92,-1.45
2351643,0.69,-7,-16,56,1.92,-1.45
2351653,0.69,-15,-9,52,1.92,-1.45
2351664,0.69,-23,-4,56,1.92,-1.45
2351673,0.69,-30,5,57,1.91,-1.45
2351683,0.69,-36,12,59,1.91,-1.44
2351693,0.69,-36,15,65,1.91,-1.44
2351704,0.69,-35,22,59,1.9,-1.44
2351713,0.69,-40,26,60,1.9,-1.44
2351723,0.69,-43,32,58,1.89,-1.43
2351733,0.69,-44,31,59,1.89,-1.43
2351744,0.69,-45,35,53,1.89,-1.43
2351754,0.69,-47,34,49,1.89,-1.43
2351763,0.69,-41,30,55,1.88,-1.42
2351773,0.69,-37,34,57,1.88,-1.42
2351783,0.69,-34,35,55,1.88,-1.42
2351794,0.69,-32,34,61,1.88,-1.42
2351804,0.69,-24,31,63,1.88,-1.42
2351813,0.69,-21,27,62,1.88,-1.42
2351823,0.69,-14,22,64,1.88,-1.42
2351834,0.69,-6,18,64,1.88,-1.42
2351844,0.69,2,11,54,1.89,-1.42
2351854,0.69,9,7,51,1.89,-1.42
2351863,0.69,18,0,48,1.89,-1.42
2351874,0.69,27,-4,47,1.89,-1.42
2351884,0.69,36,-12,49,1.9,-1.42
2351894,0.69,44,-23,47,1.9,-1.42
2351903,0.69,49,-23,51,1.9,-1.43
2351913,0.69,54,-30,51,1.91,-1.43
2351924,0.69,56,-37,52,1.91,-1.43
2351934,0.69,56,-41,52,1.91,-1.44
2351944,0.69,51,-45,55,1.92,-1.44
2351953,0.69,50,-48,47,1.92,-1.44
2351964,0.69,49,-49,56,1.92,-1.44
2351974,0.69,47,-48,56,1.92,-1.45
2351984,0.69,41,-44,58,1.92,-1.45
2351994,0.69,39,-41,55,1.92,-1.45
2352004,0.69,29,-37,53,1.92,-1.45
2352014,0.69,22,-35,53,1.92,-1.45
2352024,0.69,18,-29,54,1.92,-1.45
2352034,0.69,10,-20,51,1.92,-1.45
2352045,0.69,6,-13,52,1.92,-1.45
2352054,0.69,-1,-10,51,1.92,-1.45
2352064,0.69,-10,-4,53,1.92,-1.44
2352074,0.69,-18,1,52,1.92,-1.45
