16732244,1.09,65,-3,124,1.7,-1.47
16732259,1.09,-23,-97,113,1.68,-1.55
16732268,1.09,-24,-87,112,1.67,-1.55
16732278,1.09,-25,-75,112,1.67,-1.55
16732289,1.09,-26,-65,110,1.67,-1.55
16732299,1.09,-26,-54,112,1.67,-1.55
16732309,1.09,-23,-40,114,1.67,-1.55
16732318,1.09,-18,-23,118,1.67,-1.54
16732328,1.09,-9,0,116,1.67,-1.54
16732339,1.09,-3,18,115,1.67,-1.54
16732349,1.09,1,38,115,1.67,-1.53
16732359,1.09,4,54,113,1.67,-1.52
16732368,1.09,11,65,112,1.68,-1.52
16732379,1.09,12,77,113,1.68,-1.51
16732389,1.09,19,90,112,1.68,-1.5
16732399,1.09,25,97,110,1.68,-1.49
16732408,1.09,25,101,106,1.68,-1.49
16732419,1.09,27,103,111,1.68,-1.48
16732429,1.09,29,103,117,1.68,-1.47
16732439,1.09,28,102,116,1.69,-1.47
16732449,1.09,26,94,112,1.69,-1.47
16732459,1.09,25,82,115,1.69,-1.46
16732469,1.09,25,71,114,1.69,-1.46
16732479,1.09,25,63,119,1.69,-1.46
16732489,1.09,23,49,117,1.69,-1.46
16732499,1.09,19,28,119,1.69,-1.46
16732509,1.09,16,8,116,1.69,-1.47
16732519,1.09,13,-11,119,1.69,-1.47
16732529,1.09,9,-28,123,1.69,-1.48
16732539,1.09,6,-44,118,1.69,-1.49
16732550,1.09,3,-61,118,1.69,-1.49
16732559,1.09,0,-78,106,1.69,-1.5
16732569,1.09,0,-87,106,1.69,-1.51
16732579,1.09,0,-93,110,1.69,-1.51
16732590,1.09,-7,-96,105,1.69,-1.51
16732599,1.09,-12,-97,104,1.68,-1.52
16732609,1.09,-12,-98,105,1.68,-1.53
16732619,1.09,-16,-97,107,1.68,-1.53
16732630,1.09,-19,-99,101,1.68,-1.53
16732640,1.09,-19,-95,103,1.68,-1.54
16732649,1.09,-20,-87,108,1.68,-1.54
16732659,1.09,-15,-76,110,1.67,-1.55
16732669,1.09,-12,-62,110,1.67,-1.55
16732680,1.09,-13,-44,107,1.67,-1.55
16732689,1.09,-9,-26,113,1.68,-1.54
