41403993,0.3,8,-3,178,1.47,-1.49
41404010,0.3,6,-1,172,1.47,-1.48
41404020,0.3,5,-1,169,1.47,-1.48
41404029,0.3,6,-1,167,1.47,-1.48
41404040,0.3,5,0,167,1.47,-1.48
41404050,0.3,4,-3,165,1.47,-1.48
41404060,0.3,5,-7,170,1.47,-1.48
41404070,0.3,7,-6,171,1.47,-1.48
41404081,0.3,5,-8,170,1.47,-1.48
41404090,0.3,4,-3,166,1.47,-1.48
41404100,0.3,5,-2,169,1.47,-1.48
41404110,0.3,2,0,169,1.47,-1.48
41404121,0.3,3,1,169,1.47,-1.48
41404130,0.3,1,0,175,1.47,-1.48
41404140,0.3,4,-2,179,1.47,-1.48
41404150,0.3,5,-7,177,1.47,-1.48
41404161,0.3,8,-8,179,1.47,-1.48
41404171,0.3,9,-2,177,1.47,-1.48
41404180,0.3,12,3,178,1.47,-1.48
41404190,0.3,10,1,180,1.47,-1.48
41404200,0.3,13,0,173,1.47,-1.48
41404211,0.3,11,0,168,1.47,-1.48
41404220,0.3,11,1,166,1.47,-1.48
41404230,0.3,10,0,164,1.48,-1.48
41404240,0.3,13,-2,159,1.48,-1.48
41404251,0.3,9,0,167,1.48,-1.48
41404261,0.3,9,3,172,1.48,-1.48
41404270,0.3,7,5,170,1.48,-1.48
41404280,0.3,7,5,161,1.48,-1.48
41404291,0.3,4,-2,161,1.48,-1.48
41404301,0.3,4,-5,168,1.47,-1.48
41404311,0.3,2,-7,175,1.47,-1.48
41404320,0.3,3,-3,172,1.47,-1.48
41404331,0.3,7,-5,164,1.47,-1.48
41404341,0.3,5,-10,168,1.48,-1.48
41404351,0.3,6,-13,167,1.47,-1.48
41404360,0.3,6,-9,167,1.48,-1.48
41404370,0.3,7,-12,161,1.48,-1.48
41404381,0.3,9,-11,160,1.48,-1.48
41404391,0.3,11,-10,163,1.48,-1.48
41404401,0.3,9,-12,161,1.48,-1.48
41404410,0.3,11,-13,160,1.48,-1.48
41404421,0.3,6,-15,162,1.48,-1.48
41404431,0.3,2,-13,158,1.48,-1.48
41404441,0.3,4,-13,158,1.48,-1.48
41404451,0.3,5,-15,155,1.48,-1.48
41404461,0.3,5,-11,159,1.48,-1.48
41404471,0.3,8,-11,159,1.48,-1.48
41404481,0.3,5,-5,157,1.48,-1.48
41404491,0.3,0,-5,158,1.48,-1.48
41404500,0.3,4,-6,166,1.48,-1.48
41404511,0.3,2,0,164,1.48,-1.48
41404521,0.3,0,2,170,1.48,-1.48
41404531,0.3,-1,2,173,1.48,-1.48
41404541,0.3,-2,3,168,1.48,-1.48
41404552,0.3,-3,0,162,1.48,-1.48
41404561,0.3,-7,-2,166,1.48,-1.48
41404571,0.3,-9,-4,168,1.47,-1.48
41404581,0.3,-5,-4,169,1.47,-1.48
41404592,0.3,-5,-3,167,1.47,-1.48
41404601,0.3,-2,-4,167,1.47,-1.48
41404611,0.3,0,-6,158,1.47,-1.48
41404621,0.3,6,-9,161,1.47,-1.48
41404632,0.3,5,-13,159,1.47,-1.48
41404641,0.3,5,-6,160,1.47,-1.48
41404651,0.3,5,-2,164,1.47,-1.48
41404661,0.3,6,-6,167,1.48,-1.48
41404672,0.3,2,-6,166,1.48,-1.48
41404682,0.3,4,-3,163,1.47,-1.48
41404691,0.3,5,-1,164,1.48,-1.48
41404701,0.3,9,-1,173,1.48,-1.48
41404711,0.3,9,-1,171,1.48,-1.48
41404722,0.3,8,1,166,1.48,-1.48
41404732,0.3,6,-1,166,1.48,-1.48
41404741,0.3,9,0,165,1.48,-1.48
41404751,0.3,11,0,168,1.48,-1.48
41404762,0.3,10,0,168,1.48,-1.48
41404772,0.3,10,0,165,1.48,-1.48
41404782,0.3,12,0,168,1.48,-1.48
41404791,0.3,13,-3,169,1.48,-1.48
41404802,0.3,16,-7,170,1.49,-1.48
41404812,0.3,15,-5,172,1.49,-1.48
41404822,0.3,10,-7,175,1.49,-1.48
41404831,0.3,5,-7,174,1.49,-1.48
41404841,0.3,4,-4,179,1.49,-1.48
41404852,0.3,4,-6,174,1.49,-1.48
41404862,0.3,8,-7,167,1.49,-1.48
41404872,0.3,7,-10,172,1.49,-1.48
41404881,0.3,5,-10,175,1.49,-1.48
41404892,0.3,8,-8,165,1.49,-1.48
41404902,0.3,10,-4,169,1.48,-1.48
41404912,0.3,7,-5,165,1.49,-1.48
41404922,0.3,4,0,171,1.49,-1.48
41404932,0.3,3,0,168,1.48,-1.48
41404942,0.3,2,-2,172,1.48,-1.48
41404952,0.3,2,-6,174,1.48,-1.48
41404962,0.3,2,-9,177,1.49,-1.48
41404972,0.3,0,-8,177,1.49,-1.48
41404982,0.3,-1,-7,178,1.49,-1.48
41404992,0.3,-1,-6,180,1.48,-1.48
41405002,0.3,0,-2,176,1.49,-1.48
41405012,0.3,3,-3,173,1.49,-1.48
41405023,0.3,8,-1,167,1.49,-1.48
41405032,0.3,7,1,166,1.49,-1.48
41405042,0.3,6,-3,165,1.49,-1.48
41405052,0.3,6,-1,169,1.49,-1.48
41405063,0.3,5,-1,168,1.49,-1.48
41405072,0.3,6,-1,168,1.49,-1.48
41405082,0.3,4,-6,168,1.49,-1.48
41405092,0.3,5,-4,170,1.49,-1.48
41405103,0.3,5,-2,172,1.49,-1.48
41405113,0.3,7,-5,177,1.49,-1.48
41405122,0.3,5,-5,177,1.49,-1.48
41405132,0.3,7,-7,172,1.49,-1.48
41405143,0.3,7,-7,171,1.49,-1.48
41405153,0.3,10,-5,169,1.49,-1.48
41405162,0.3,8,-5,166,1.49,-1.48
41405172,0.3,3,-6,172,1.49,-1.48
41405182,0.3,2,-7,170,1.49,-1.48
