777502,0.4,5,-79,-162,2.16,-1.93
777516,0.4,-11,2,-188,2.2,-1.95
777526,0.4,-10,2,-189,2.2,-1.95
777535,0.4,-9,1,-189,2.2,-1.95
777545,0.4,-7,-1,-182,2.2,-1.95
777555,0.4,-5,0,-185,2.2,-1.95
777566,0.4,-1,4,-177,2.2,-1.95
777576,0.4,-3,5,-176,2.2,-1.95
777585,0.4,-5,5,-182,2.2,-1.95
777595,0.4,-1,3,-182,2.2,-1.95
777606,0.4,-3,4,-186,2.2,-1.95
777616,0.4,-3,5,-187,2.2,-1.95
777625,0.4,-8,6,-183,2.21,-1.95
777635,0.4,-7,4,-182,2.2,-1.95
777646,0.4,-6,4,-185,2.2,-1.95
777666,0.4,-4,3,-194,2.2,-1.95
777675,0.4,-3,6,-186,2.2,-1.95
777686,0.4,-4,8,-190,2.2,-1.95
777696,0.4,-9,7,-194,2.2,-1.95
777706,0.4,-8,6,-186,2.2,-1.95
777716,0.4,-12,4,-194,2.2,-1.95
777725,0.4,-12,7,-194,2.2,-1.95
777736,0.4,-11,8,-193,2.2,-1.95
777746,0.4,-6,11,-194,2.2,-1.95
777756,0.4,-5,7,-193,2.2,-1.95
777766,0.4,0,6,-185,2.2,-1.95
777776,0.4,-3,6,-184,2.2,-1.95
777786,0.4,-5,7,-183,2.2,-1.95
777796,0.4,-3,5,-183,2.2,-1.95
777806,0.4,-6,8,-178,2.2,-1.95
777836,0.4,-10,6,-175,2.2,-1.95
777846,0.4,-5,8,-179,2.2,-1.95
777857,0.4,0,5,-177,2.2,-1.95
777866,0.4,-1,4,-179,2.2,-1.95
777876,0.4,-3,7,-178,2.2,-1.95
777886,0.4,2,8,-184,2.2,-1.95
777896,0.4,4,3,-193,2.2,-1.95
777907,0.4,6,1,-192,2.21,-1.95
777916,0.4,3,2,-190,2.21,-1.95
777926,0.4,1,6,-187,2.21,-1.95
777936,0.4,0,7,-182,2.21,-1.95
777947,0.4,-2,7,-185,2.21,-1.95
777957,0.4,-5,5,-179,2.21,-1.95
777966,0.4,-5,7,-175,2.21,-1.95
777987,0.4,-6,5,-180,2.21,-1.95
777997,0.4,-7,1,-185,2.21,-1.95
778007,0.4,-10,1,-187,2.21,-1.95
778016,0.4,-11,3,-189,2.21,-1.95
778027,0.4,-9,9,-189,2.21,-1.95
778037,0.4,-3,10,-187,2.21,-1.95
778047,0.4,0,10,-187,2.21,-1.95
778056,0.4,0,8,-185,2.21,-1.95
778066,0.4,0,10,-189,2.21,-1.95
778077,0.4,-1,11,-190,2.21,-1.95
778087,0.4,-7,8,-195,2.21,-1.95
778097,0.4,-9,9,-201,2.21,-1.95
778106,0.4,-7,7,-198,2.21,-1.95
778117,0.4,-4,7,-195,2.21,-1.95
778127,0.4,-5,8,-191,2.21,-1.95
778137,0.4,-9,10,-191,2.21,-1.95
778147,0.4,-12,9,-190,2.2,-1.95
778157,0.4,-12,7,-194,2.2,-1.95
778167,0.4,-6,8,-193,2.2,-1.95
778177,0.4,-7,9,-186,2.2,-1.95
778187,0.4,-8,10,-179,2.2,-1.95
778198,0.4,-9,11,-173,2.2,-1.95
778207,0.4,-6,16,-179,2.2,-1.95
778217,0.4,-6,13,-180,2.2,-1.95
778227,0.4,-7,13,-187,2.2,-1.95
778237,0.4,-7,9,-189,2.2,-1.95
778248,0.4,-11,7,-188,2.2,-1.95
778257,0.4,-10,6,-187,2.2,-1.95
778267,0.4,-10,4,-195,2.2,-1.95
778277,0.4,-6,6,-191,2.2,-1.95
778288,0.4,-4,6,-193,2.2,-1.95
778297,0.4,-4,9,-194,2.2,-1.95
778307,0.4,-4,9,-190,2.2,-1.95
778317,0.4,0,5,-188,2.2,-1.95
778328,0.4,-2,8,-189,2.2,-1.95
778338,0.4,-4,11,-190,2.2,-1.95
778347,0.4,-8,11,-187,2.2,-1.94
778357,0.4,-7,8,-183,2.2,-1.95
778368,0.4,-9,6,-182,2.2,-1.95
778378,0.4,-6,3,-184,2.2,-1.95
778388,0.4,-8,2,-182,2.2,-1.95
778397,0.4,-4,5,-185,2.2,-1.95
778407,0.4,0,8,-187,2.2,-1.95
778418,0.4,-2,11,-190,2.2,-1.94
778428,0.4,-4,11,-188,2.2,-1.94
778437,0.4,-8,13,-184,2.2,-1.94
778447,0.4,-9,16,-186,2.2,-1.94
778458,0.4,-9,12,-184,2.2,-1.94
778468,0.4,-8,9,-179,2.2,-1.94
778478,0.4,-6,6,-180,2.2,-1.94
778487,0.3,-5,5,-186,2.2,-1.94
778498,0.4,-5,6,-191,2.2,-1.94
778508,0.3,-11,8,-189,2.2,-1.94
778518,0.3,-11,7,-188,2.2,-1.95
778527,0.3,-6,10,-185,2.2,-1.95
778537,0.3,-1,11,-190,2.2,-1.95
778548,0.3,0,11,-194,2.2,-1.94
778558,0.3,-2,9,-195,2.2,-1.94
778568,0.3,-6,9,-189,2.2,-1.94
778578,0.3,-4,7,-191,2.2,-1.95
778598,0.3,-9,3,-190,2.2,-1.95
778608,0.3,-10,2,-192,2.2,-1.95
778618,0.3,-10,1,-190,2.2,-1.95
778628,0.3,-10,0,-184,2.2,-1.95
778638,0.3,-12,0,-190,2.2,-1.95
778648,0.3,-6,2,-197,2.2,-1.95
778658,0.3,-4,2,-193,2.2,-1.95
778669,0.3,-7,1,-195,2.2,-1.95
778678,0.3,-9,4,-194,2.2,-1.95
778688,0.3,-7,8,-185,2.2,-1.95
778698,0.3,-6,3,-183,2.2,-1.95
778708,0.3,-6,4,-186,2.2,-1.95
778719,0.3,-6,7,-183,2.2,-1.95
778728,0.3,-7,2,-184,2.2,-1.95
778738,0.3,-3,0,-189,2.2,-1.95
778748,0.3,0,-2,-191,2.2,-1.95
778759,0.3,0,0,-191,2.2,-1.95
778769,0.3,1,0,-187,2.2,-1.95
778778,0.3,6,1,-185,2.2,-1.95
778788,0.3,5,0,-185,2.2,-1.95
778799,0.3,7,-2,-182,2.2,-1.95
778809,0.3,6,-1,-185,2.2,-1.95
778819,0.3,1,-1,-188,2.2,-1.95
778828,0.3,0,2,-192,2.2,-1.95
778839,0.3,1,0,-190,2.2,-1.95
778849,0.3,0,0,-191,2.2,-1.95
778859,0.3,0,3,-190,2.21,-1.95
778868,0.3,3,5,-195,2.21,-1.95
778878,0.3,0,9,-193,2.21,-1.95
778889,0.3,-3,9,-197,2.2,-1.95
778899,0.3,-5,7,-187,2.2,-1.95
778909,0.3,-5,9,-189,2.2,-1.95
778918,0.3,-2,10,-194,2.2,-1.95
778929,0.3,-2,11,-188,2.2,-1.94
778939,0.3,-2,13,-188,2.2,-1.95
778949,0.3,-3,12,-184,2.2,-1.95
778959,0.3,-6,13,-195,2.2,-1.94
778969,0.3,-5,14,-197,2.2,-1.94
778979,0.3,-5,14,-196,2.2,-1.95
778989,0.3,-6,10,-190,2.2,-1.94
778999,0.3,-10,11,-192,2.2,-1.94
779009,0.3,-10,10,-195,2.2,-1.94
779019,0.3,-9,6,-194,2.2,-1.94
779029,0.3,-10,5,-197,2.2,-1.94
779039,0.3,-9,6,-196,2.2,-1.94
779049,0.3,-9,5,-198,2.2,-1.94
779059,0.3,-9,6,-198,2.2,-1.95
779069,0.3,-12,10,-197,2.19,-1.95
779079,0.3,-10,3,-193,2.2,-1.94
779089,0.3,-9,0,-192,2.19,-1.95
779100,0.3,-9,0,-190,2.19,-1.95
779109,0.3,-8,0,-190,2.19,-1.95
779119,0.3,-8,-1,-196,2.19,-1.95
779129,0.3,-10,-2,-204,2.19,-1.95
779140,0.3,-11,-2,-205,2.19,-1.95
779149,0.3,-9,-2,-205,2.19,-1.95
779159,0.3,-7,0,-209,2.19,-1.95
779169,0.3,-4,1,-209,2.2,-1.95
779180,0.3,-7,0,-210,2.2,-1.95
779190,0.3,-7,4,-204,2.2,-1.95
779200,0.3,-4,5,-199,2.2,-1.95
779209,0.3,-2,5,-192,2.2,-1.95
779219,0.3,-9,5,-194,2.2,-1.95
779230,0.3,-6,4,-186,2.2,-1.95
779240,0.3,-6,7,-187,2.2,-1.95
779249,0.3,-1,8,-193,2.2,-1.95
779259,0.3,0,9,-196,2.2,-1.95
779270,0.3,0,8,-203,2.2,-1.95
779280,0.3,0,9,-197,2.2,-1.95
779290,0.3,0,4,-201,2.2,-1.95
779299,0.3,0,7,-203,2.2,-1.95
779310,0.3,-4,13,-201,2.2,-1.95
779320,0.3,-4,15,-198,2.2,-1.94
779330,0.3,0,16,-198,2.2,-1.94
779340,0.3,2,15,-192,2.2,-1.94
779350,0.3,0,13,-187,2.21,-1.94
779360,0.3,1,12,-186,2.2,-1.94
779370,0.3,0,11,-183,2.2,-1.94
779380,0.3,-1,11,-185,2.2,-1.94
779389,0.3,0,12,-191,2.2,-1.94
779400,0.3,-3,11,-191,2.2,-1.94
779410,0.3,-5,10,-192,2.2,-1.94
779420,0.3,-5,7,-198,2.2,-1.94
779430,0.3,-6,10,-198,2.2,-1.94
779440,0.3,-9,8,-192,2.2,-1.94
779450,0.3,-14,8,-192,2.2,-1.94
779460,0.3,-18,4,-197,2.2,-1.94
779470,0.3,-12,5,-195,2.2,-1.94
779481,0.3,-12,7,-198,2.2,-1.94
779490,0.3,-9,8,-193,2.2,-1.94
779500,0.3,-6,5,-190,2.2,-1.94
779510,0.3,-7,5,-192,2.2,-1.94
779521,0.3,-8,-1,-191,2.2,-1.94
779530,0.3,-7,-3,-184,2.2,-1.94
779540,0.3,-6,1,-187,2.2,-1.94
779550,0.3,-7,0,-188,2.2,-1.94
779560,0.3,-11,1,-187,2.2,-1.94
779571,0.3,-14,3,-191,2.2,-1.94
779580,0.3,-16,5,-186,2.2,-1.94
779590,0.3,-11,5,-188,2.2,-1.94
779600,0.3,-6,3,-187,2.2,-1.94
779611,0.3,-2,0,-190,2.2,-1.94
779621,0.3,0,-1,-192,2.2,-1.94
779630,0.3,-2,-1,-193,2.2,-1.94
779640,0.3,-1,1,-189,2.2,-1.94
779651,0.3,-4,2,-187,2.2,-1.94
779661,0.3,-4,4,-194,2.2,-1.94
779671,0.3,0,3,-189,2.2,-1.94
779680,0.3,-1,-1,-191,2.2,-1.94
779691,0.3,-5,-1,-192,2.2,-1.95
779701,0.3,-7,0,-190,2.2,-1.94
779711,0.3,-6,2,-190,2.2,-1.94
779720,0.3,-3,4,-189,2.2,-1.95
779730,0.3,0,7,-182,2.2,-1.95
779741,0.3,4,8,-176,2.2,-1.95
779751,0.3,0,7,-186,2.2,-1.95
779761,0.3,-4,12,-179,2.2,-1.95
779770,0.3,-3,12,-182,2.2,-1.95
779781,0.3,-2,9,-182,2.2,-1.95
779791,0.3,-3,7,-179,2.2,-1.95
779801,0.3,-2,5,-177,2.2,-1.95
779811,0.3,-2,2,-175,2.2,-1.95
779821,0.3,-12,0,-173,2.2,-1.95
779831,0.3,-15,-4,-168,2.2,-1.95
779841,0.3,-11,0,-174,2.2,-1.95
779851,0.3,-9,-2,-177,2.2,-1.95
779862,0.3,-6,0,-180,2.2,-1.95
779871,0.3,-2,5,-178,2.2,-1.95
779881,0.3,-2,2,-177,2.2,-1.95
779891,0.3,-9,0,-182,2.2,-1.95
779901,0.3,-15,0,-184,2.2,-1.95
779912,0.3,-16,0,-188,2.2,-1.95
779921,0.3,-13,5,-190,2.2,-1.95
779931,0.3,-8,4,-197,2.2,-1.95
779941,0.3,-13,7,-190,2.2,-1.95
779952,0.3,-12,12,-189,2.2,-1.95
779961,0.3,-12,9,-186,2.2,-1.94
779971,0.3,-10,10,-183,2.2,-1.95
779981,0.3,-7,5,-180,2.2,-1.95
779992,0.3,-10,1,-182,2.2,-1.95
780002,0.3,-7,3,-183,2.2,-1.95
780011,0.3,-3,5,-184,2.2,-1.95
780021,0.3,-3,6,-188,2.2,-1.95
780032,0.3,-1,9,-190,2.2,-1.95
780042,0.3,-2,5,-190,2.2,-1.95
780052,0.3,-1,2,-192,2.2,-1.95
780061,0.3,2,1,-189,2.2,-1.95
780071,0.3,5,4,-194,2.2,-1.95
780082,0.3,-1,6,-189,2.2,-1.95
780092,0.3,-6,5,-187,2.2,-1.95
780102,0.3,-3,3,-192,2.2,-1.95
780111,0.3,-4,4,-188,2.2,-1.95
780122,0.3,-4,2,-191,2.2,-1.95
780132,0.3,-3,0,-186,2.2,-1.95
780142,0.3,-3,3,-184,2.21,-1.95
780151,0.3,-4,4,-184,2.2,-1.95
780162,0.3,-2,3,-188,2.21,-1.95
780172,0.3,-4,5,-183,2.21,-1.95
780182,0.3,-3,6,-186,2.21,-1.95
780192,0.3,-4,2,-184,2.21,-1.95
780203,0.3,0,0,-183,2.21,-1.95
780212,0.3,0,1,-181,2.21,-1.95
780222,0.3,0,3,-183,2.21,-1.95
780232,0.3,-3,3,-180,2.21,-1.95
780242,0.3,-3,6,-187,2.21,-1.95
780252,0.3,-3,5,-191,2.21,-1.95
780262,0.3,-7,6,-189,2.21,-1.95
780272,0.3,-4,7,-187,2.21,-1.95
780282,0.3,-9,6,-185,2.21,-1.95
780293,0.3,-10,8,-187,2.21,-1.95
780302,0.3,-8,8,-192,2.2,-1.95
780312,0.3,-3,8,-189,2.21,-1.95
780322,0.3,-6,6,-189,2.21,-1.95
780333,0.3,-7,3,-184,2.2,-1.95
780342,0.3,-10,5,-187,2.2,-1.95
780352,0.3,-6,6,-188,2.2,-1.95
780362,0.3,-9,6,-187,2.2,-1.95
780372,0.3,-13,7,-191,2.2,-1.95
780383,0.3,-14,2,-199,2.2,-1.95
780392,0.3,-11,2,-201,2.2,-1.95
780402,0.3,-7,2,-198,2.2,-1.95
780412,0.3,-10,3,-199,2.2,-1.95
780423,0.3,-11,7,-190,2.2,-1.95
780433,0.3,-9,4,-192,2.2,-1.95
780442,0.3,-11,5,-191,2.2,-1.95
780452,0.3,-13,7,-192,2.2,-1.95
780463,0.3,-14,9,-190,2.2,-1.95
780473,0.3,-16,11,-192,2.2,-1.95
780483,0.3,-14,12,-189,2.2,-1.95
780492,0.3,-11,14,-184,2.2,-1.95
780503,0.3,-7,15,-189,2.2,-1.95
780513,0.3,-5,14,-194,2.2,-1.95
780523,0.3,-5,9,-198,2.21,-1.94
780533,0.3,-8,8,-197,2.21,-1.94
